filename,center_time_s,primary_label,annotation_time,is_low_quality
65547/XC941286.ogg,3.0,65547,2025-05-10T06:25:35.094192,False
65547/XC941286.ogg,8.0,65547,2025-05-10T06:25:54.763694,False
65547/XC941286.ogg,15.0,65547,2025-05-10T06:26:06.861977,False
65547/iNat1103224.ogg,3.0,65547,2025-05-10T06:26:21.367473,False
65547/iNat1103224.ogg,8.0,65547,2025-05-10T06:26:25.986107,False
65547/iNat1103224.ogg,15.0,65547,2025-05-10T06:26:30.053184,False
65547/iNat1108714.ogg,6.0,65547,2025-05-10T06:26:57.446367,False
65547/iNat1108714.ogg,13.0,65547,2025-05-10T06:27:13.859481,False
65547/iNat1108714.ogg,17.0,65547,2025-05-10T06:27:41.708972,False
65547/iNat1135442.ogg,3.0,65547,2025-05-10T06:28:06.152254,False
65547/iNat1135442.ogg,5.0,65547,2025-05-10T06:28:14.935067,False
65547/iNat296892.ogg,3.0,65547,2025-05-10T06:28:33.611548,False
65547/iNat296892.ogg,8.0,65547,2025-05-10T06:28:45.253362,False
65547/iNat296892.ogg,15.0,65547,2025-05-10T06:28:58.804051,False
65547/iNat360357.ogg,2.0,65547,2025-05-10T06:29:11.907606,False
65547/iNat360357.ogg,7.0,65547,2025-05-10T06:29:22.141518,False
65547/iNat360357.ogg,15.0,65547,2025-05-10T06:29:32.879090,False
65547/iNat70565.ogg,3.0,65547,2025-05-10T06:29:49.839473,False
65547/iNat70565.ogg,11.0,65547,2025-05-10T06:30:07.410509,False
65547/iNat70565.ogg,21.0,65547,2025-05-10T06:30:16.394123,False
135045/iNat1122209.ogg,18.0,135045,2025-05-10T06:32:03.635040,False
135045/iNat1122209.ogg,6.0,135045,2025-05-10T06:32:13.377194,False
135045/iNat1122209.ogg,29.0,135045,2025-05-10T06:32:28.609162,False
135045/iNat1207345.ogg,14.0,135045,2025-05-10T06:32:49.237330,False
135045/iNat1207345.ogg,39.0,135045,2025-05-10T06:33:02.640405,False
135045/iNat1207345.ogg,69.0,135045,2025-05-10T06:33:18.700247,False
135045/iNat1207345.ogg,83.0,135045,2025-05-10T06:33:34.043341,False
135045/iNat1207345.ogg,101.0,135045,2025-05-10T06:33:44.421182,False
135045/iNat1207347.ogg,10.0,135045,2025-05-10T06:33:57.219185,False
135045/iNat1207347.ogg,46.0,135045,2025-05-10T06:34:03.389825,False
135045/iNat1207347.ogg,62.0,135045,2025-05-10T06:34:11.920921,False
135045/iNat1207347.ogg,82.0,135045,2025-05-10T06:34:19.348708,False
135045/iNat1208549.ogg,14.0,135045,2025-05-10T06:34:32.600371,False
135045/iNat1208549.ogg,32.0,135045,2025-05-10T06:34:37.971188,False
135045/iNat1208549.ogg,108.0,135045,2025-05-10T06:34:48.162015,False
135045/iNat1208550.ogg,4.0,135045,2025-05-10T06:35:02.769751,False
135045/iNat1208550.ogg,37.0,135045,2025-05-10T06:35:05.655041,False
135045/iNat1208550.ogg,100.0,135045,2025-05-10T06:35:11.277435,False
135045/iNat1208551.ogg,11.0,135045,2025-05-10T06:35:22.022379,False
135045/iNat1208551.ogg,47.0,135045,2025-05-10T06:35:26.639279,False
135045/iNat1208551.ogg,72.0,135045,2025-05-10T06:35:31.662037,False
135045/iNat1208552.ogg,6.0,135045,2025-05-10T06:35:41.407326,False
135045/iNat1208552.ogg,37.0,135045,2025-05-10T06:35:44.519807,False
135045/iNat1208552.ogg,69.0,135045,2025-05-10T06:35:50.041070,False
135045/iNat1208572.ogg,4.0,135045,2025-05-10T06:36:10.622324,False
135045/iNat1208572.ogg,36.0,135045,2025-05-10T06:36:14.308186,False
135045/iNat1208572.ogg,184.0,135045,2025-05-10T06:36:21.957809,False
135045/iNat327127.ogg,5.0,135045,2025-05-10T06:36:35.107725,False
135045/iNat48803.ogg,4.0,135045,2025-05-10T06:36:44.549308,False
135045/iNat48803.ogg,26.0,135045,2025-05-10T06:36:47.915046,False
135045/iNat48803.ogg,48.0,135045,2025-05-10T06:36:54.189389,False
thbeup1/XC167625.ogg,3.0,thbeup1,2025-05-10T07:58:37.724452,False
thbeup1/XC167625.ogg,15.0,thbeup1,2025-05-10T08:01:17.584480,False
thbeup1/XC242606.ogg,3.0,thbeup1,2025-05-10T08:05:43.438595,False
thbeup1/XC167625.ogg,14.0,thbeup1,2025-05-10T20:30:05.280944,False
thbeup1/XC242605.ogg,12.0,thbeup1,2025-05-10T20:35:03.032746,False
thbeup1/XC242605.ogg,15.0,thbeup1,2025-05-10T20:35:13.384529,False
thbeup1/XC242605.ogg,20.0,thbeup1,2025-05-10T20:35:29.052535,False
thbeup1/XC242606.ogg,3.0,thbeup1,2025-05-10T20:35:47.092007,False
thbeup1/XC242606.ogg,7.0,thbeup1,2025-05-10T20:36:20.762651,False
thbeup1/XC242606.ogg,4.0,thbeup1,2025-05-10T20:36:24.826051,False
thbeup1/XC242609.ogg,16.0,thbeup1,2025-05-10T20:39:57.601647,False
thbeup1/XC242609.ogg,3.0,thbeup1,2025-05-10T20:40:18.148629,False
thbeup1/XC242609.ogg,33.0,thbeup1,2025-05-10T20:40:35.975094,False
thbeup1/XC245481.ogg,4.0,thbeup1,2025-05-10T20:40:57.270713,False
thbeup1/XC245481.ogg,13.0,thbeup1,2025-05-10T20:41:14.803254,False
thbeup1/XC245481.ogg,21.0,thbeup1,2025-05-10T20:41:30.769302,False
thbeup1/XC259569.ogg,3.0,thbeup1,2025-05-10T20:41:50.363220,False
thbeup1/XC259569.ogg,14.0,thbeup1,2025-05-10T20:42:09.300754,False
thbeup1/XC259569.ogg,24.0,thbeup1,2025-05-10T20:42:37.974545,False
thbeup1/XC259573.ogg,6.0,thbeup1,2025-05-10T20:43:00.169762,False
thbeup1/XC259573.ogg,15.0,thbeup1,2025-05-10T20:43:16.942147,False
thbeup1/XC259573.ogg,24.0,thbeup1,2025-05-10T20:43:34.168081,False
thbeup1/XC259579.ogg,10.0,thbeup1,2025-05-10T20:44:00.589238,False
thbeup1/XC259579.ogg,16.0,thbeup1,2025-05-10T20:44:13.198627,False
thbeup1/XC259579.ogg,22.0,thbeup1,2025-05-10T20:44:25.547473,False
thbeup1/XC259583.ogg,13.0,thbeup1,2025-05-10T20:45:38.152702,False
thbeup1/XC259583.ogg,18.0,thbeup1,2025-05-10T20:45:42.824635,False
thbeup1/XC259583.ogg,7.0,thbeup1,2025-05-10T20:45:46.894913,False
thbeup1/XC259585.ogg,3.0,thbeup1,2025-05-10T20:46:08.898436,False
thbeup1/XC259585.ogg,9.0,thbeup1,2025-05-10T20:46:15.578138,False
thbeup1/XC259585.ogg,10.0,thbeup1,2025-05-10T20:46:18.769353,False
thbeup1/XC275981.ogg,5.0,thbeup1,2025-05-10T20:46:39.194999,False
thbeup1/XC275981.ogg,7.0,thbeup1,2025-05-10T20:46:42.135094,False
thbeup1/XC275981.ogg,21.0,thbeup1,2025-05-10T20:47:24.588695,False
thbeup1/XC299073.ogg,3.0,thbeup1,2025-05-10T20:47:52.410101,False
thbeup1/XC299073.ogg,7.0,thbeup1,2025-05-10T20:47:56.378448,False
thbeup1/XC299073.ogg,13.0,thbeup1,2025-05-10T20:48:06.423054,False
thbeup1/XC387832.ogg,2.0,thbeup1,2025-05-10T20:59:16.269793,False
thbeup1/XC387832.ogg,6.0,thbeup1,2025-05-10T20:59:29.077587,False
thbeup1/XC387832.ogg,9.0,thbeup1,2025-05-10T20:59:46.756171,False
thbeup1/XC454087.ogg,1.0,thbeup1,2025-05-10T21:02:44.636930,False
thbeup1/XC454087.ogg,9.0,thbeup1,2025-05-10T21:02:48.956593,False
thbeup1/XC454087.ogg,2.0,thbeup1,2025-05-10T21:02:54.280737,False
thbeup1/XC466579.ogg,,,,True
thbeup1/XC494589.ogg,,,,True
thbeup1/XC525031.ogg,18.0,thbeup1,2025-05-10T21:22:19.721011,False
thbeup1/XC525031.ogg,23.0,thbeup1,2025-05-10T21:22:29.810878,False
thbeup1/XC525031.ogg,30.0,thbeup1,2025-05-10T21:22:59.570784,False
thbeup1/XC525032.ogg,5.0,thbeup1,2025-05-10T21:23:17.337614,False
thbeup1/XC525032.ogg,20.0,thbeup1,2025-05-10T21:23:45.156717,False
thbeup1/XC525032.ogg,78.0,thbeup1,2025-05-10T21:23:58.329340,False
thbeup1/XC548947.ogg,83.0,thbeup1,2025-05-10T19:47:46.816611,False
thbeup1/XC548947.ogg,56.0,thbeup1,2025-05-10T19:48:38.203175,False
thbeup1/XC548947.ogg,71.0,thbeup1,2025-05-10T19:49:49.492404,False
thbeup1/XC577985.ogg,2.0,thbeup1,2025-05-10T19:50:07.944028,False
thbeup1/XC577985.ogg,2.0,thbeup1,2025-05-10T19:51:31.093697,False
thbeup1/XC577985.ogg,2.0,thbeup1,2025-05-10T19:51:36.311325,False
thbeup1/XC580696.ogg,,,,True
thbeup1/XC603722.ogg,,,,True
thbeup1/XC63425.ogg,,,,True
thbeup1/XC737983.ogg,4.0,thbeup1,2025-05-10T20:08:13.877844,False
thbeup1/XC737983.ogg,4.0,thbeup1,2025-05-10T20:08:16.097606,False
thbeup1/XC737983.ogg,4.0,thbeup1,2025-05-10T20:08:17.939827,False
thbeup1/XC764482.ogg,,,,True
thbeup1/XC764494.ogg,,,,True
thbeup1/XC777326.ogg,,,,True
thbeup1/XC825887.ogg,,,,True
thbeup1/XC838859.ogg,1.0,thbeup1,2025-05-10T20:14:07.397903,False
thbeup1/XC838859.ogg,1.0,thbeup1,2025-05-10T20:14:30.163048,False
thbeup1/XC838859.ogg,1.0,thbeup1,2025-05-10T20:14:34.898609,False
thbeup1/XC843847.ogg,,,,True
thbeup1/XC843848.ogg,,,,True
thbeup1/XC843849.ogg,1.0,thbeup1,2025-05-10T20:19:59.282059,False
